Contest, Problem, Difficulty, Name, Codeforces URL
1833, C, 800, Vlad Building Beautiful Array, https://codeforces.com/problemset/problem/1833/C
1837, A, 800, Grasshopper on a Line, https://codeforces.com/problemset/problem/1837/A
1841, A, 800, Game with Board, https://codeforces.com/problemset/problem/1841/A
1845, A, 800, Forbidden Integer, https://codeforces.com/problemset/problem/1845/A
1857, A, 800, Array Coloring, https://codeforces.com/problemset/problem/1857/A
1859, A, 800, United We Stand, https://codeforces.com/problemset/problem/1859/A
1873, A, 800, Short Sort, https://codeforces.com/problemset/problem/1873/A
1873, B, 800, Good Kid, https://codeforces.com/problemset/problem/1873/B
1873, C, 800, Target Practice, https://codeforces.com/problemset/problem/1873/C
1873, D, 800, 1D Eraser, https://codeforces.com/problemset/problem/1873/D
202, A, 800, LLPS, https://codeforces.com/problemset/problem/202/A
231, A, 800, Team, https://codeforces.com/problemset/problem/231/A
236, A, 800, Boy or Girl, https://codeforces.com/problemset/problem/236/A
263, A, 800, Beautiful Matrix, https://codeforces.com/problemset/problem/263/A
266, A, 800, Stones on the Table, https://codeforces.com/problemset/problem/266/A
271, A, 800, Beautiful Year, https://codeforces.com/problemset/problem/271/A
281, A, 800, Word Capitalization, https://codeforces.com/problemset/problem/281/A
282, A, 800, Bit++, https://codeforces.com/problemset/problem/282/A
339, A, 800, Helpful Maths, https://codeforces.com/problemset/problem/339/A
4, A, 800, Watermelon, https://codeforces.com/problemset/problem/4/A
41, A, 800, Translation, https://codeforces.com/problemset/problem/41/A
50, A, 800, Domino piling, https://codeforces.com/problemset/problem/50/A
510, A, 800, Fox And Snake, https://codeforces.com/problemset/problem/510/A
546, A, 800, Soldier and Bananas, https://codeforces.com/problemset/problem/546/A
546, A, 800, Soldier and Bananas, https://codeforces.com/problemset/problem/546/A
581, A, 800, Vasya the Hipster, https://codeforces.com/problemset/problem/581/A
59, A, 800, Word, https://codeforces.com/problemset/problem/59/A
617, A, 800, Elephant, https://codeforces.com/problemset/problem/617/A
680, A, 800, Bear and Five Cards, https://codeforces.com/problemset/problem/680/A
705, A, 800, Hulk, https://codeforces.com/problemset/problem/705/A
71, A, 800, Way Too Long Words, https://codeforces.com/problemset/problem/71/A
734, A, 800, Anton and Danik, https://codeforces.com/problemset/problem/734/A
785, A, 800, Anton and Polyhedrons, https://codeforces.com/problemset/problem/785/A
791, A, 800, Bear and Big Brother, https://codeforces.com/problemset/problem/791/A
855, A, 800, Tom Riddle's Diary, https://codeforces.com/problemset/problem/855/A
894, A, 800, QAQ, https://codeforces.com/problemset/problem/894/A
900, A, 800, Find Extra One, https://codeforces.com/problemset/problem/900/A
964, A, 800, Splits, https://codeforces.com/problemset/problem/964/A
977, A, 800, Wrong Subtraction, https://codeforces.com/problemset/problem/977/A
984, A, 800, Game, https://codeforces.com/problemset/problem/984/A
988, A, 800, Diverse Team, https://codeforces.com/problemset/problem/988/A
1106, C, 900, Lunar New Year and Number Division, https://codeforces.com/problemset/problem/1106/C
1141, B, 900, Maximal Continuous Rest, https://codeforces.com/problemset/problem/1141/B
1144, B, 900, Parity Alternated Deletions, https://codeforces.com/problemset/problem/1144/B
1166, A, 900, Silent Classroom, https://codeforces.com/problemset/problem/1166/A
1169, A, 900, Circle Metro, https://codeforces.com/problemset/problem/1169/A
1197, A, 900, DIY Wooden Ladder, https://codeforces.com/problemset/problem/1197/A
1208, A, 900, XORinacci, https://codeforces.com/problemset/problem/1208/A
1238, A, 900, Prime Subtraction, https://codeforces.com/problemset/problem/1238/A
1247, A, 900, Forgetting Things, https://codeforces.com/problemset/problem/1247/A
1272, A, 900, Three Friends, https://codeforces.com/problemset/problem/1272/A
1279, A, 900, New Year Garland, https://codeforces.com/problemset/problem/1279/A
1282, A, 900, Temporarily unavailable, https://codeforces.com/problemset/problem/1282/A
1283, B, 900, Candies Division, https://codeforces.com/problemset/problem/1283/B
1295, A, 900, Display The Number, https://codeforces.com/problemset/problem/1295/A
1296, B, 900, Food Buying, https://codeforces.com/problemset/problem/1296/B
1313, A, 900, Fast Food Restaurant, https://codeforces.com/problemset/problem/1313/A
1321, A, 900, Contest for Robots, https://codeforces.com/problemset/problem/1321/A
1324, A, 900, Yet Another Tetris Problem, https://codeforces.com/problemset/problem/1324/A
1326, B, 900, Maximums, https://codeforces.com/problemset/problem/1326/B
133, A, 900, HQ9+, https://codeforces.com/problemset/problem/133/A
1330, A, 900, Dreamoon and Ranking Collection, https://codeforces.com/problemset/problem/1330/A
1335, B, 900, Construct the String, https://codeforces.com/problemset/problem/1335/B
1337, B, 900, Kana and Dragon Quest game, https://codeforces.com/problemset/problem/1337/B
1339, A, 900, Filling Diamonds, https://codeforces.com/problemset/problem/1339/A
1341, A, 900, Nastya and Rice, https://codeforces.com/problemset/problem/1341/A
1343, A, 900, Candies, https://codeforces.com/problemset/problem/1343/A
1350, A, 900, Orac and Factors, https://codeforces.com/problemset/problem/1350/A
1351, B, 900, Square?, https://codeforces.com/problemset/problem/1351/B
1354, A, 900, Alarm Clock, https://codeforces.com/problemset/problem/1354/A
1373, B, 900, 01 Game, https://codeforces.com/problemset/problem/1373/B
1374, B, 900, Multiply by 2, divide by 6, https://codeforces.com/problemset/problem/1374/B
1401, A, 900, Distance and Axis, https://codeforces.com/problemset/problem/1401/A
1406, A, 900, Subset Mex, https://codeforces.com/problemset/problem/1406/A
1419, A, 900, Digit Game, https://codeforces.com/problemset/problem/1419/A
1420, A, 900, Cubes Sorting, https://codeforces.com/problemset/problem/1420/A
1426, B, 900, Symmetric Matrix, https://codeforces.com/problemset/problem/1426/B
1427, A, 900, Avoiding Zero, https://codeforces.com/problemset/problem/1427/A
1427, A, 900, Avoiding Zero, https://codeforces.com/problemset/problem/1427/A
