Contest,  Problem,  Difficulty,  Name,  Codeforces URL
1674,  D,  1200,  A-B-C Sort,  https://codeforces.com/problemset/problem/1674/D
1679,  B,  1200,  Stone Age Problem,  https://codeforces.com/problemset/problem/1679/B
1679,  B,  1200,  Stone Age Problem,  https://codeforces.com/problemset/problem/1679/B
1679,  B,  1200,  Stone Age Problem,  https://codeforces.com/problemset/problem/1679/B
1681,  C,  1200,  Double Sort,  https://codeforces.com/problemset/problem/1681/C
1692,  E,  1200,  Binary Deque,  https://codeforces.com/problemset/problem/1692/E
1694,  B,  1200,  Paranoid String,  https://codeforces.com/problemset/problem/1694/B
1703,  E,  1200,  Mirror Grid,  https://codeforces.com/problemset/problem/1703/E
171,  A,  1200,  Mysterious numbers - 1,  https://codeforces.com/problemset/problem/171/A
172,  B,  1200,  Pseudorandom Sequence Period,  https://codeforces.com/problemset/problem/172/B
177,  B2,  1200,  Rectangular Game,  https://codeforces.com/problemset/problem/177/B2
177,  D1,  1200,  Encrypting Messages,  https://codeforces.com/problemset/problem/177/D1
180,  F,  1200,  Mathematical Analysis Rocks!,  https://codeforces.com/problemset/problem/180/F
186,  B,  1200,  Growing Mushrooms,  https://codeforces.com/problemset/problem/186/B
194,  B,  1200,  Square,  https://codeforces.com/problemset/problem/194/B
203,  A,  1200,  Two Problems,  https://codeforces.com/problemset/problem/203/A
208,  D,  1200,  Prizes, Prizes, more Prizes,  https://codeforces.com/problemset/problem/208/D
216,  A,  1200,  Tiling with Hexagons,  https://codeforces.com/problemset/problem/216/A
222,  A,  1200,  Shooshuns and Sequence ,  https://codeforces.com/problemset/problem/222/A
234,  A,  1200,  Lefthanders and Righthanders ,  https://codeforces.com/problemset/problem/234/A
239,  A,  1200,  Two Bags of Potatoes,  https://codeforces.com/problemset/problem/239/A
254,  A,  1200,  Cards with Numbers,  https://codeforces.com/problemset/problem/254/A
255,  B,  1200,  Code Parsing,  https://codeforces.com/problemset/problem/255/B
262,  B,  1200,  Roma and Changing Signs,  https://codeforces.com/problemset/problem/262/B
264,  A,  1200,  Escape from Stones,  https://codeforces.com/problemset/problem/264/A
27,  A,  1200,  Next Test,  https://codeforces.com/problemset/problem/27/A
285,  B,  1200,  Find Marble,  https://codeforces.com/problemset/problem/285/B
285,  C,  1200,  Building Permutation,  https://codeforces.com/problemset/problem/285/C
292,  B,  1200,  Network Topology,  https://codeforces.com/problemset/problem/292/B
298,  B,  1200,  Sail,  https://codeforces.com/problemset/problem/298/B
302,  B,  1200,  Eugeny and Play List,  https://codeforces.com/problemset/problem/302/B
304,  A,  1200,  Pythagorean Theorem II,  https://codeforces.com/problemset/problem/304/A
31,  A,  1200,  Worms Evolution,  https://codeforces.com/problemset/problem/31/A
315,  B,  1200,  Sereja and Array,  https://codeforces.com/problemset/problem/315/B
327,  A,  1200,  Flipping Game,  https://codeforces.com/problemset/problem/327/A
327,  B,  1200,  Hungry Sequence,  https://codeforces.com/problemset/problem/327/B
340,  A,  1200,  The Wall,  https://codeforces.com/problemset/problem/340/A
342,  A,  1200,  Xenia and Divisors,  https://codeforces.com/problemset/problem/342/A
342,  A,  1200,  Xenia and Divisors,  https://codeforces.com/problemset/problem/342/A
344,  B,  1200,  Simple Molecules,  https://codeforces.com/problemset/problem/344/B
350,  A,  1200,  TL,  https://codeforces.com/problemset/problem/350/A
353,  A,  1200,  Domino,  https://codeforces.com/problemset/problem/353/A
361,  B,  1200,  Levko and Permutation,  https://codeforces.com/problemset/problem/361/B
366,  B,  1200,  Dima and To-do List,  https://codeforces.com/problemset/problem/366/B
379,  B,  1200,  New Year Present,  https://codeforces.com/problemset/problem/379/B
385,  B,  1200,  Bear and Strings,  https://codeforces.com/problemset/problem/385/B
385,  B,  1200,  Bear and Strings,  https://codeforces.com/problemset/problem/385/B
387,  B,  1200,  George and Round,  https://codeforces.com/problemset/problem/387/B
400,  B,  1200,  Inna and New Matrix of Candies,  https://codeforces.com/problemset/problem/400/B
401,  B,  1200,  Sereja and Contests,  https://codeforces.com/problemset/problem/401/B
408,  B,  1200,  Garland,  https://codeforces.com/problemset/problem/408/B
412,  C,  1200,  Pattern,  https://codeforces.com/problemset/problem/412/C
413,  A,  1200,  Data Recovery,  https://codeforces.com/problemset/problem/413/A
424,  B,  1200,  Megacity,  https://codeforces.com/problemset/problem/424/B
431,  B,  1200,  Shower Line,  https://codeforces.com/problemset/problem/431/B
432,  B,  1200,  Football Kit,  https://codeforces.com/problemset/problem/432/B
432,  B,  1200,  Football Kit,  https://codeforces.com/problemset/problem/432/B
432,  B,  1200,  Football Kit,  https://codeforces.com/problemset/problem/432/B
432,  B,  1200,  Football Kit,  https://codeforces.com/problemset/problem/432/B
433,  B,  1200,  Kuriyama Mirai's Stones,  https://codeforces.com/problemset/problem/433/B
439,  B,  1200,  Devu, the Dumb Guy,  https://codeforces.com/problemset/problem/439/B
445,  A,  1200,  DZY Loves Chessboard,  https://codeforces.com/problemset/problem/445/A
454,  B,  1200,  Little Pony and Sort by Shift,  https://codeforces.com/problemset/problem/454/B
454,  B,  1200,  Little Pony and Sort by Shift,  https://codeforces.com/problemset/problem/454/B
456,  B,  1200,  Fedya and Maths,  https://codeforces.com/problemset/problem/456/B
459,  A,  1200,  Pashmak and Garden,  https://codeforces.com/problemset/problem/459/A
461,  A,  1200,  Appleman and Toastman,  https://codeforces.com/problemset/problem/461/A
463,  A,  1200,  Caisa and Sugar,  https://codeforces.com/problemset/problem/463/A
466,  A,  1200,  Cheap Travel,  https://codeforces.com/problemset/problem/466/A
474,  B,  1200,  Worms,  https://codeforces.com/problemset/problem/474/B
482,  A,  1200,  Diverse Permutation,  https://codeforces.com/problemset/problem/482/A
489,  A,  1200,  SwapSort,  https://codeforces.com/problemset/problem/489/A
489,  B,  1200,  BerSU Ball,  https://codeforces.com/problemset/problem/489/B
492,  B,  1200,  Vanya and Lanterns,  https://codeforces.com/problemset/problem/492/B
514,  A,  1200,  Chewbaсca and Number,  https://codeforces.com/problemset/problem/514/A
522,  A,  1200,  Reposts,  https://codeforces.com/problemset/problem/522/A
523,  A,  1200,  Rotate, Flip and Zoom,  https://codeforces.com/problemset/problem/523/A
546,  B,  1200,  Soldier and Badges,  https://codeforces.com/problemset/problem/546/B
552,  B,  1200,  Vanya and Books,  https://codeforces.com/problemset/problem/552/B
554,  B,  1200,  Ohana Cleans Up,  https://codeforces.com/problemset/problem/554/B
560,  B,  1200,  Gerald is into Art,  https://codeforces.com/problemset/problem/560/B
560,  B,  1200,  Gerald is into Art,  https://codeforces.com/problemset/problem/560/B
569,  B,  1200,  Inventory,  https://codeforces.com/problemset/problem/569/B
574,  A,  1200,  Bear and Elections,  https://codeforces.com/problemset/problem/574/A
574,  A,  1200,  Bear and Elections,  https://codeforces.com/problemset/problem/574/A
583,  B,  1200,  Robot's Task,  https://codeforces.com/problemset/problem/583/B
591,  B,  1200,  Rebranding,  https://codeforces.com/problemset/problem/591/B
591,  B,  1200,  Rebranding,  https://codeforces.com/problemset/problem/591/B
592,  A,  1200,  PawnChess,  https://codeforces.com/problemset/problem/592/A
593,  A,  1200,  2Char,  https://codeforces.com/problemset/problem/593/A
606,  A,  1200,  Magic Spheres,  https://codeforces.com/problemset/problem/606/A
612,  B,  1200,  HDD is Outdated Technology,  https://codeforces.com/problemset/problem/612/B
625,  B,  1200,  War of the Corporations,  https://codeforces.com/problemset/problem/625/B
630,  B,  1200,  Moore's Law,  https://codeforces.com/problemset/problem/630/B
630,  R,  1200,  Game,  https://codeforces.com/problemset/problem/630/R
631,  B,  1200,  Print Check,  https://codeforces.com/problemset/problem/631/B
632,  A,  1200,  Grandma Laura and Apples,  https://codeforces.com/problemset/problem/632/A
637,  B,  1200,  Chat Order,  https://codeforces.com/problemset/problem/637/B
639,  A,  1200,  Bear and Displayed Friends,  https://codeforces.com/problemset/problem/639/A
645,  A,  1200,  Amity Assessment,  https://codeforces.com/problemset/problem/645/A
651,  B,  1200,  Beautiful Paintings,  https://codeforces.com/problemset/problem/651/B
659,  C,  1200,  Tanya and Toys,  https://codeforces.com/problemset/problem/659/C
660,  A,  1200,  Co-prime Array,  https://codeforces.com/problemset/problem/660/A
682,  B,  1200,  Alyona and Mex,  https://codeforces.com/problemset/problem/682/B
690,  D1,  1200,  The Wall (easy),  https://codeforces.com/problemset/problem/690/D1
690,  D1,  1200,  The Wall (easy),  https://codeforces.com/problemset/problem/690/D1
701,  B,  1200,  Cells Not Under Attack,  https://codeforces.com/problemset/problem/701/B
708,  A,  1200,  Letters Cyclic Shift,  https://codeforces.com/problemset/problem/708/A
714,  B,  1200,  Filya and Homework,  https://codeforces.com/problemset/problem/714/B
717,  C,  1200,  Potions Homework,  https://codeforces.com/problemset/problem/717/C
722,  B,  1200,  Verse Pattern,  https://codeforces.com/problemset/problem/722/B
725,  B,  1200,  Food on the Plane,  https://codeforces.com/problemset/problem/725/B
729,  B,  1200,  Spotlights,  https://codeforces.com/problemset/problem/729/B
729,  B,  1200,  Spotlights,  https://codeforces.com/problemset/problem/729/B
740,  B,  1200,  Alyona and flowers,  https://codeforces.com/problemset/problem/740/B
743,  A,  1200,  Vladik and flights,  https://codeforces.com/problemset/problem/743/A
743,  B,  1200,  Chloe and the sequence ,  https://codeforces.com/problemset/problem/743/B
743,  B,  1200,  Chloe and the sequence ,  https://codeforces.com/problemset/problem/743/B
749,  B,  1200,  Parallelogram is Back,  https://codeforces.com/problemset/problem/749/B
754,  A,  1200,  Lesha and array splitting,  https://codeforces.com/problemset/problem/754/A
765,  C,  1200,  Table Tennis Game 2,  https://codeforces.com/problemset/problem/765/C
769,  B,  1200,  News About Credit,  https://codeforces.com/problemset/problem/769/B
774,  C,  1200,  Maximum Number,  https://codeforces.com/problemset/problem/774/C
776,  B,  1200,  Sherlock and his girlfriend,  https://codeforces.com/problemset/problem/776/B
779,  C,  1200,  Dishonest Sellers,  https://codeforces.com/problemset/problem/779/C
787,  A,  1200,  The Monster,  https://codeforces.com/problemset/problem/787/A
794,  B,  1200,  Cutting Carrot,  https://codeforces.com/problemset/problem/794/B
802,  M,  1200,  April Fools' Problem (easy),  https://codeforces.com/problemset/problem/802/M
803,  B,  1200,  Distances to Zero,  https://codeforces.com/problemset/problem/803/B
811,  B,  1200,  Vladik and Complicated Book,  https://codeforces.com/problemset/problem/811/B
812,  A,  1200,  Sagheer and Crossroads,  https://codeforces.com/problemset/problem/812/A
812,  A,  1200,  Sagheer and Crossroads,  https://codeforces.com/problemset/problem/812/A
817,  A,  1200,  Treasure Hunt,  https://codeforces.com/problemset/problem/817/A
828,  A,  1200,  Restaurant Tables,  https://codeforces.com/problemset/problem/828/A
854,  B,  1200,  Maxim Buys an Apartment,  https://codeforces.com/problemset/problem/854/B
870,  B,  1200,  Maximum of Maximums of Minimums,  https://codeforces.com/problemset/problem/870/B
875,  A,  1200,  Classroom Watch,  https://codeforces.com/problemset/problem/875/A
879,  B,  1200,  Table Tennis,  https://codeforces.com/problemset/problem/879/B
88,  A,  1200,  Chord,  https://codeforces.com/problemset/problem/88/A
892,  B,  1200,  Wrath,  https://codeforces.com/problemset/problem/892/B
892,  B,  1200,  Wrath,  https://codeforces.com/problemset/problem/892/B
895,  A,  1200,  Pizza Separation,  https://codeforces.com/problemset/problem/895/A
899,  B,  1200,  Months and Years,  https://codeforces.com/problemset/problem/899/B
903,  B,  1200,  The Modcrab,  https://codeforces.com/problemset/problem/903/B
903,  C,  1200,  Boxes Packing,  https://codeforces.com/problemset/problem/903/C
908,  B,  1200,  New Year and Buggy Bot,  https://codeforces.com/problemset/problem/908/B
911,  B,  1200,  Two Cakes,  https://codeforces.com/problemset/problem/911/B
913,  B,  1200,  Christmas Spruce,  https://codeforces.com/problemset/problem/913/B
913,  B,  1200,  Christmas Spruce,  https://codeforces.com/problemset/problem/913/B
914,  B,  1200,  Conan and Agasa play a Card Game,  https://codeforces.com/problemset/problem/914/B
920,  B,  1200,  Tea Queue,  https://codeforces.com/problemset/problem/920/B
928,  A,  1200,  Login Verification,  https://codeforces.com/problemset/problem/928/A
931,  B,  1200,  World Cup,  https://codeforces.com/problemset/problem/931/B
931,  B,  1200,  World Cup,  https://codeforces.com/problemset/problem/931/B
934,  B,  1200,  A Prosperous Lot,  https://codeforces.com/problemset/problem/934/B
940,  A,  1200,  Points on the line,  https://codeforces.com/problemset/problem/940/A
940,  A,  1200,  Points on the line,  https://codeforces.com/problemset/problem/940/A
958,  C1,  1200,  Encryption (easy),  https://codeforces.com/problemset/problem/958/C1
959,  B,  1200,  Mahmoud and Ehab and the message,  https://codeforces.com/problemset/problem/959/B
960,  A,  1200,  Check the string,  https://codeforces.com/problemset/problem/960/A
960,  A,  1200,  Check the string,  https://codeforces.com/problemset/problem/960/A
961,  B,  1200,  Lecture Sleep,  https://codeforces.com/problemset/problem/961/B
977,  C,  1200,  Less or Equal,  https://codeforces.com/problemset/problem/977/C
982,  A,  1200,  Row,  https://codeforces.com/problemset/problem/982/A
982,  A,  1200,  Row,  https://codeforces.com/problemset/problem/982/A
985,  B,  1200,  Switches and Lamps,  https://codeforces.com/problemset/problem/985/B
989,  B,  1200,  A Tide of Riverscape,  https://codeforces.com/problemset/problem/989/B
989,  B,  1200,  A Tide of Riverscape,  https://codeforces.com/problemset/problem/989/B
990,  B,  1200,  Micro-World,  https://codeforces.com/problemset/problem/990/B
998,  B,  1200,  Cutting,  https://codeforces.com/problemset/problem/998/B
998,  B,  1200,  Cutting,  https://codeforces.com/problemset/problem/998/B
999,  C,  1200,  Alphabetic Removals,  https://codeforces.com/problemset/problem/999/C
1004,  B,  1300,  Sonya and Exhibition,  https://codeforces.com/problemset/problem/1004/B
1029,  A,  1300,  Many Equal Substrings,  https://codeforces.com/problemset/problem/1029/A
1037,  C,  1300,  Equalize,  https://codeforces.com/problemset/problem/1037/C
1157,  B,  1300,  Long Number,  https://codeforces.com/problemset/problem/1157/B
1220,  B,  1300,  Multiplication Table,  https://codeforces.com/problemset/problem/1220/B
1220,  B,  1300,  Multiplication Table,  https://codeforces.com/problemset/problem/1220/B
1220,  C,  1300,  Substring Game in the Lesson,  https://codeforces.com/problemset/problem/1220/C
1225,  B2,  1300,  TV Subscriptions (Hard Version),  https://codeforces.com/problemset/problem/1225/B2
1225,  B2,  1300,  TV Subscriptions (Hard Version),  https://codeforces.com/problemset/problem/1225/B2
1225,  B2,  1300,  TV Subscriptions (Hard Version),  https://codeforces.com/problemset/problem/1225/B2
1225,  B2,  1300,  TV Subscriptions (Hard Version),  https://codeforces.com/problemset/problem/1225/B2
1234,  B2,  1300,  Social Network (hard version),  https://codeforces.com/problemset/problem/1234/B2
1234,  B2,  1300,  Social Network (hard version),  https://codeforces.com/problemset/problem/1234/B2
1234,  B2,  1300,  Social Network (hard version),  https://codeforces.com/problemset/problem/1234/B2
1236,  C,  1300,  Labs,  https://codeforces.com/problemset/problem/1236/C
1237,  B,  1300,  Balanced Tunnel,  https://codeforces.com/problemset/problem/1237/B
1238,  B,  1300,  Kill `Em All,  https://codeforces.com/problemset/problem/1238/B
1249,  B2,  1300,  Books Exchange (hard version),  https://codeforces.com/problemset/problem/1249/B2
1249,  C1,  1300,  Good Numbers (easy version),  https://codeforces.com/problemset/problem/1249/C1
1260,  B,  1300,  Obtain Two Zeroes,  https://codeforces.com/problemset/problem/1260/B
1265,  B,  1300,  Beautiful Numbers,  https://codeforces.com/problemset/problem/1265/B
1265,  B,  1300,  Beautiful Numbers,  https://codeforces.com/problemset/problem/1265/B
1271,  B,  1300,  Blocks,  https://codeforces.com/problemset/problem/1271/B
1271,  C,  1300,  Shawarma Tent,  https://codeforces.com/problemset/problem/1271/C
1279,  B,  1300,  Verse For Santa,  https://codeforces.com/problemset/problem/1279/B
1285,  B,  1300,  Just Eat It!,  https://codeforces.com/problemset/problem/1285/B
1285,  B,  1300,  Just Eat It!,  https://codeforces.com/problemset/problem/1285/B
1291,  B,  1300,  Array Sharpening,  https://codeforces.com/problemset/problem/1291/B
1294,  C,  1300,  Product of Three Numbers,  https://codeforces.com/problemset/problem/1294/C
1307,  B,  1300,  Cow and Friend,  https://codeforces.com/problemset/problem/1307/B
1311,  C,  1300,  Perform the Combo,  https://codeforces.com/problemset/problem/1311/C
1315,  B,  1300,  Homecoming,  https://codeforces.com/problemset/problem/1315/B
1322,  A,  1300,  Unusual Competitions,  https://codeforces.com/problemset/problem/1322/A
1322,  A,  1300,  Unusual Competitions,  https://codeforces.com/problemset/problem/1322/A
1322,  A,  1300,  Unusual Competitions,  https://codeforces.com/problemset/problem/1322/A
1326,  C,  1300,  Permutation Partitions,  https://codeforces.com/problemset/problem/1326/C
1328,  B,  1300,  K-th Beautiful String,  https://codeforces.com/problemset/problem/1328/B
1335,  D,  1300,  Anti-Sudoku,  https://codeforces.com/problemset/problem/1335/D
1341,  B,  1300,  Nastya and Door,  https://codeforces.com/problemset/problem/1341/B
1352,  D,  1300,  Alice, Bob and Candies,  https://codeforces.com/problemset/problem/1352/D
1360,  D,  1300,  Buying Shovels,  https://codeforces.com/problemset/problem/1360/D
1360,  E,  1300,  Polygon,  https://codeforces.com/problemset/problem/1360/E
1364,  B,  1300,  Most socially-distanced subsequence,  https://codeforces.com/problemset/problem/1364/B
1365,  B,  1300,  Trouble Sort,  https://codeforces.com/problemset/problem/1365/B
1366,  B,  1300,  Shuffle,  https://codeforces.com/problemset/problem/1366/B
1366,  B,  1300,  Shuffle,  https://codeforces.com/problemset/problem/1366/B
1367,  C,  1300,  Social Distance,  https://codeforces.com/problemset/problem/1367/C
1371,  C,  1300,  A Cookie for You,  https://codeforces.com/problemset/problem/1371/C
1372,  B,  1300,  Omkar and Last Class of Math,  https://codeforces.com/problemset/problem/1372/B
1373,  C,  1300,  Pluses and Minuses,  https://codeforces.com/problemset/problem/1373/C
1381,  A1,  1300,  Prefix Flip (Easy Version),  https://codeforces.com/problemset/problem/1381/A1
1401,  C,  1300,  Mere Array,  https://codeforces.com/problemset/problem/1401/C
1407,  B,  1300,  Big Vova,  https://codeforces.com/problemset/problem/1407/B
1418,  B,  1300,  Negative Prefixes,  https://codeforces.com/problemset/problem/1418/B
1420,  C1,  1300,  Pokémon Army (easy version),  https://codeforces.com/problemset/problem/1420/C1
1422,  B,  1300,  Nice Matrix,  https://codeforces.com/problemset/problem/1422/B
1433,  E,  1300,  Two Round Dances,  https://codeforces.com/problemset/problem/1433/E
1443,  B,  1300,  Saving the City,  https://codeforces.com/problemset/problem/1443/B
1443,  B,  1300,  Saving the City,  https://codeforces.com/problemset/problem/1443/B
1446,  A,  1300,  Knapsack,  https://codeforces.com/problemset/problem/1446/A
1454,  D,  1300,  Number into Sequence,  https://codeforces.com/problemset/problem/1454/D
1459,  B,  1300,  Move and Turn,  https://codeforces.com/problemset/problem/1459/B
1466,  C,  1300,  Canine poetry,  https://codeforces.com/problemset/problem/1466/C
1470,  A,  1300,  Strange Birthday Party,  https://codeforces.com/problemset/problem/1470/A
1476,  B,  1300,  Inflation,  https://codeforces.com/problemset/problem/1476/B
1476,  B,  1300,  Inflation,  https://codeforces.com/problemset/problem/1476/B
1476,  B,  1300,  Inflation,  https://codeforces.com/problemset/problem/1476/B
1493,  B,  1300,  Planet Lapituletti,  https://codeforces.com/problemset/problem/1493/B
1493,  B,  1300,  Planet Lapituletti,  https://codeforces.com/problemset/problem/1493/B
1493,  B,  1300,  Planet Lapituletti,  https://codeforces.com/problemset/problem/1493/B
1498,  B,  1300,  Box Fitting,  https://codeforces.com/problemset/problem/1498/B
1498,  B,  1300,  Box Fitting,  https://codeforces.com/problemset/problem/1498/B
1521,  B,  1300,  Nastia and a Good Array,  https://codeforces.com/problemset/problem/1521/B
1534,  C,  1300,  Little Alawn's Puzzle,  https://codeforces.com/problemset/problem/1534/C
1538,  C,  1300,  Number of Pairs,  https://codeforces.com/problemset/problem/1538/C
1547,  D,  1300,  Co-growing Sequence,  https://codeforces.com/problemset/problem/1547/D
1553,  B,  1300,  Reverse String,  https://codeforces.com/problemset/problem/1553/B
1555,  B,  1300,  Two Tables,  https://codeforces.com/problemset/problem/1555/B
1555,  B,  1300,  Two Tables,  https://codeforces.com/problemset/problem/1555/B
1555,  C,  1300,  Coin Rows,  https://codeforces.com/problemset/problem/1555/C
1556,  B,  1300,  Take Your Places!,  https://codeforces.com/problemset/problem/1556/B
1558,  A,  1300,  Charmed by the Game,  https://codeforces.com/problemset/problem/1558/A
1560,  D,  1300,  Make a Power of Two,  https://codeforces.com/problemset/problem/1560/D
1561,  C,  1300,  Deep Down Below,  https://codeforces.com/problemset/problem/1561/C
1574,  C,  1300,  Slay the Dragon,  https://codeforces.com/problemset/problem/1574/C
1574,  C,  1300,  Slay the Dragon,  https://codeforces.com/problemset/problem/1574/C
1574,  C,  1300,  Slay the Dragon,  https://codeforces.com/problemset/problem/1574/C
1585,  C,  1300,  Minimize Distance,  https://codeforces.com/problemset/problem/1585/C
1594,  E1,  1300,  Rubik's Cube Coloring (easy version),  https://codeforces.com/problemset/problem/1594/E1
1601,  A,  1300,  Array Elimination,  https://codeforces.com/problemset/problem/1601/A
1601,  A,  1300,  Array Elimination,  https://codeforces.com/problemset/problem/1601/A
1601,  A,  1300,  Array Elimination,  https://codeforces.com/problemset/problem/1601/A
1603,  A,  1300,  Di-visible Confusion,  https://codeforces.com/problemset/problem/1603/A
1603,  A,  1300,  Di-visible Confusion,  https://codeforces.com/problemset/problem/1603/A
1607,  D,  1300,  Blue-Red Permutation,  https://codeforces.com/problemset/problem/1607/D
1612,  C,  1300,  Chat Ban,  https://codeforces.com/problemset/problem/1612/C
1615,  B,  1300,  And It's Non-Zero,  https://codeforces.com/problemset/problem/1615/B
1617,  C,  1300,  Paprika and Permutation,  https://codeforces.com/problemset/problem/1617/C
1618,  D,  1300,  Array and Operations,  https://codeforces.com/problemset/problem/1618/D
1618,  D,  1300,  Array and Operations,  https://codeforces.com/problemset/problem/1618/D
1618,  D,  1300,  Array and Operations,  https://codeforces.com/problemset/problem/1618/D
1627,  B,  1300,  Not Sitting,  https://codeforces.com/problemset/problem/1627/B
1638,  C,  1300,  Inversion Graph,  https://codeforces.com/problemset/problem/1638/C
1638,  C,  1300,  Inversion Graph,  https://codeforces.com/problemset/problem/1638/C
1647,  C,  1300,  Madoka and Childish Pranks,  https://codeforces.com/problemset/problem/1647/C
1649,  B,  1300,  Game of Ball Passing,  https://codeforces.com/problemset/problem/1649/B
1650,  D,  1300,  Twist the Permutation,  https://codeforces.com/problemset/problem/1650/D
1659,  B,  1300,  Bit Flipping,  https://codeforces.com/problemset/problem/1659/B
1660,  C,  1300,  Get an Even String,  https://codeforces.com/problemset/problem/1660/C
1661,  B,  1300,  Getting Zero,  https://codeforces.com/problemset/problem/1661/B
1667,  A,  1300,  Make it Increasing,  https://codeforces.com/problemset/problem/1667/A
1669,  H,  1300,  Maximal AND,  https://codeforces.com/problemset/problem/1669/H
1675,  D,  1300,  Vertical Paths,  https://codeforces.com/problemset/problem/1675/D
1675,  D,  1300,  Vertical Paths,  https://codeforces.com/problemset/problem/1675/D
1676,  F,  1300,  Longest Strike,  https://codeforces.com/problemset/problem/1676/F
1676,  G,  1300,  White-Black Balanced Subtrees,  https://codeforces.com/problemset/problem/1676/G
1692,  F,  1300,  3SUM,  https://codeforces.com/problemset/problem/1692/F
1693,  A,  1300,  Directional Increase,  https://codeforces.com/problemset/problem/1693/A
1698,  C,  1300,  3SUM Closure,  https://codeforces.com/problemset/problem/1698/C
1703,  F,  1300,  Yet Another Problem About Pairs Satisfying an Inequality,  https://codeforces.com/problemset/problem/1703/F
1717,  C,  1300,  Madoka and Formal Statement,  https://codeforces.com/problemset/problem/1717/C
1726,  C,  1300,  Jatayu's Balanced Bracket Sequence,  https://codeforces.com/problemset/problem/1726/C
1733,  C,  1300,  Parity Shuffle Sorting,  https://codeforces.com/problemset/problem/1733/C
1741,  D,  1300,  Masha and a Beautiful Tree,  https://codeforces.com/problemset/problem/1741/D
1810,  C,  1300,  Make It Permutation,  https://codeforces.com/problemset/problem/1810/C
192,  A,  1300,  Funky Numbers,  https://codeforces.com/problemset/problem/192/A
222,  B,  1300,  Cosmic Tables,  https://codeforces.com/problemset/problem/222/B
227,  A,  1300,  Where do I Turn?,  https://codeforces.com/problemset/problem/227/A
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
230,  B,  1300,  T-primes,  https://codeforces.com/problemset/problem/230/B
234,  C,  1300,  Weather,  https://codeforces.com/problemset/problem/234/C
236,  B,  1300,  Easy Number Challenge,  https://codeforces.com/problemset/problem/236/B
246,  B,  1300,  Increase and Decrease,  https://codeforces.com/problemset/problem/246/B
25,  A,  1300,  IQ test,  https://codeforces.com/problemset/problem/25/A
251,  A,  1300,  Points on Line,  https://codeforces.com/problemset/problem/251/A
257,  B,  1300,  Playing Cubes,  https://codeforces.com/problemset/problem/257/B
271,  B,  1300,  Prime Matrix,  https://codeforces.com/problemset/problem/271/B
271,  B,  1300,  Prime Matrix,  https://codeforces.com/problemset/problem/271/B
276,  B,  1300,  Little Girl and Game,  https://codeforces.com/problemset/problem/276/B
276,  B,  1300,  Little Girl and Game,  https://codeforces.com/problemset/problem/276/B
288,  A,  1300,  Polo the Penguin and Strings,  https://codeforces.com/problemset/problem/288/A
298,  A,  1300,  Snow Footprints,  https://codeforces.com/problemset/problem/298/A
298,  A,  1300,  Snow Footprints,  https://codeforces.com/problemset/problem/298/A
303,  A,  1300,  Lucky Permutation Triple,  https://codeforces.com/problemset/problem/303/A
304,  B,  1300,  Calendar,  https://codeforces.com/problemset/problem/304/B
304,  B,  1300,  Calendar,  https://codeforces.com/problemset/problem/304/B
311,  A,  1300,  The Closest Pair,  https://codeforces.com/problemset/problem/311/A
312,  B,  1300,  Archer,  https://codeforces.com/problemset/problem/312/B
318,  B,  1300,  Strings of Power,  https://codeforces.com/problemset/problem/318/B
330,  B,  1300,  Road Construction,  https://codeforces.com/problemset/problem/330/B
347,  A,  1300,  Difference Row,  https://codeforces.com/problemset/problem/347/A
352,  B,  1300,  Jeff and Periods,  https://codeforces.com/problemset/problem/352/B
352,  B,  1300,  Jeff and Periods,  https://codeforces.com/problemset/problem/352/B
371,  B,  1300,  Fox Dividing Cheese,  https://codeforces.com/problemset/problem/371/B
376,  B,  1300,  I.O.U.,  https://codeforces.com/problemset/problem/376/B
378,  B,  1300,  Semifinals,  https://codeforces.com/problemset/problem/378/B
378,  B,  1300,  Semifinals,  https://codeforces.com/problemset/problem/378/B
378,  B,  1300,  Semifinals,  https://codeforces.com/problemset/problem/378/B
416,  B,  1300,  Art Union,  https://codeforces.com/problemset/problem/416/B
416,  B,  1300,  Art Union,  https://codeforces.com/problemset/problem/416/B
426,  B,  1300,  Sereja and Mirroring,  https://codeforces.com/problemset/problem/426/B
437,  A,  1300,  The Child and Homework,  https://codeforces.com/problemset/problem/437/A
450,  B,  1300,  Jzzhu and Sequences,  https://codeforces.com/problemset/problem/450/B
450,  B,  1300,  Jzzhu and Sequences,  https://codeforces.com/problemset/problem/450/B
451,  B,  1300,  Sort the Array,  https://codeforces.com/problemset/problem/451/B
451,  B,  1300,  Sort the Array,  https://codeforces.com/problemset/problem/451/B
451,  B,  1300,  Sort the Array,  https://codeforces.com/problemset/problem/451/B
451,  B,  1300,  Sort the Array,  https://codeforces.com/problemset/problem/451/B
451,  B,  1300,  Sort the Array,  https://codeforces.com/problemset/problem/451/B
459,  B,  1300,  Pashmak and Flowers,  https://codeforces.com/problemset/problem/459/B
